backbone_id	year	log_size	gc	n_replicon_types	n_relaxase_types	mobility_score	is_conjugative	is_mobilizable	topology	has_orit	has_relaxase	n_orit_types	host_range_rank	n_countries	n_hosts	years_since_first	new_countries_recent	new_countries_2y_ago	n_records	acceleration	spread_velocity_norm	niche_breadth	hazard_1	hazard_2	hazard_3	n_new_countries	observed	phylum_idx	class_idx	order_idx	family_idx	genus_idx	cat_replicon_types	cat_relaxase_types	cat_mpf_type	cat_plasmidfinder_dominant_type	cat_predicted_host_range_overall_name	cat_ecosystem_tags	cat_disease_tags	split
AG964	2024	10.819198116145218	0.6562337402441465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	2.0	0.0	3.0	2.0	0.2186350836871213	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	41	36	672	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AB617	2017	7.661997558901893	0.2978823529411765	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	63	91	231	[93]	[0]	[0]	[79]	[7]	[0]	[0]	train
AG573	2015	11.894610044412989	0.3792004041672925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	0.0	0.0	1.0	12	16	85	187	51	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AG573	2020	11.894610044412989	0.3792004041672925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	1.0	0.0	2.0	1.0	0.197375320224904	0.0	-1.0	-1.0	-1.0	-1.0	0.0	12	16	85	187	51	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AB440	2000	9.054271186326293	0.4747486555997194	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	41	90	236	[8]	[1]	[0]	[1]	[9]	[0]	[0]	train
AB440	2016	9.054271186326293	0.4747486555997194	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	1.0	0.0	16.0	1.0	0.0	2.0	1.0	0.062418746747512514	0.0	0.0	0.0	0.0	0.0	1.0	23	32	41	90	236	[8]	[1]	[0]	[1]	[9]	[0]	[0]	train
AB440	2020	9.054271186326293	0.4747486555997194	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	2.0	0.0	20.0	1.0	1.0	3.0	0.0	0.04995837495787998	0.0	0.0	1.0	1.0	2.0	1.0	23	32	41	90	236	[8]	[1]	[0]	[1]	[9]	[0]	[0]	train
AB440	2021	9.054271186326293	0.4747486555997194	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	2.0	0.0	21.0	1.0	0.0	4.0	1.0	0.04758308700276234	0.0	1.0	1.0	1.0	2.0	1.0	23	32	41	90	236	[8]	[1]	[0]	[1]	[9]	[0]	[0]	train
AB440	2022	9.054271186326293	0.4747486555997194	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	3.0	0.0	22.0	2.0	0.0	5.0	2.0	0.0906594777770402	0.0	1.0	1.0	-1.0	-1.0	0.0	23	32	41	90	236	[8]	[1]	[0]	[1]	[9]	[0]	[0]	train
AB440	2023	9.054271186326293	0.4747486555997194	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	3.0	0.0	23.0	0.0	2.0	6.0	-2.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	236	[8]	[1]	[0]	[1]	[9]	[0]	[0]	train
AB440	2024	9.054271186326293	0.4747486555997194	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	3.0	0.0	24.0	0.0	2.0	7.0	-2.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	236	[8]	[1]	[0]	[1]	[9]	[0]	[0]	train
UNSEEN::AC559	2018	10.571316925111784	0.4390881817482499	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	63	138	362	[0]	[1]	[0]	[0]	[10]	[0]	[0]	test
AB525	2015	10.552499965731496	0.3133622491638796	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	8	28	16	42	119	[0]	[0]	[0]	[0]	[16]	[0]	[0]	train
UNSEEN::AC226	2019	8.477412321404392	0.3434637801831807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	10	22	83	[0]	[0]	[0]	[0]	[12]	[0]	[0]	train
AF244	1993	8.480944058741116	0.6486206181290188	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	4	76	171	457	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AF244	2020	8.480944058741116	0.6486206181290188	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	27.0	0.0	0.0	2.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	3	4	76	171	457	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AF383	2006	11.027361397606438	0.554100172262489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	55	120	264	734	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AF383	2008	11.027361397606438	0.554100172262489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	55	120	264	734	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AF383	2022	11.027361397606438	0.554100172262489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	16.0	1.0	0.0	3.0	1.0	0.062418746747512514	0.0	0.0	1.0	-1.0	-1.0	0.0	23	55	120	264	734	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AF383	2024	11.027361397606438	0.554100172262489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	18.0	2.0	0.0	4.0	2.0	0.11065611052473799	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	55	120	264	734	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AE263	2017	11.377895807650354	0.6642248878307847	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	0.0	0.0	1.0	23	5	57	32	98	[0]	[0]	[0]	[0]	[0]	[0]	[0]	val
UNSEEN::AE263	2023	11.377895807650354	0.6642248878307847	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	57	32	98	[0]	[0]	[0]	[0]	[0]	[0]	[0]	val
AB775	2015	10.78553874458856	0.6760700389105059	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	0.0	0.0	1.0	3	4	72	159	168	[0]	[2]	[2]	[0]	[0]	[0]	[0]	train
AB775	2018	10.78553874458856	0.6760700389105059	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0	2.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	3	4	72	159	168	[0]	[2]	[2]	[0]	[0]	[0]	[0]	train
UNSEEN::AG959	2018	9.274347501950475	0.3132270168855535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	102	3	1	[0]	[0]	[0]	[0]	[0]	[0]	[0]	test
UNSEEN::AA469	2017	10.304609911210155	0.6573370384010178	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	1.0	2.0	1.0	23	10	14	64	110	[0]	[3]	[0]	[0]	[2]	[0]	[0]	train
UNSEEN::AA469	2018	10.304609911210155	0.6573370384010178	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	0.7615941559557649	0.0	0.0	1.0	1.0	4.0	1.0	23	10	14	64	110	[0]	[3]	[0]	[0]	[2]	[0]	[0]	train
UNSEEN::AA469	2020	10.304609911210155	0.6573370384010178	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	3.0	0.0	1.0	3.0	-1.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	23	10	14	64	110	[0]	[3]	[0]	[0]	[2]	[0]	[0]	train
UNSEEN::AA469	2021	10.304609911210155	0.6573370384010178	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	2.0	0.0	4.0	1.0	1.0	4.0	0.0	0.24491866240370913	0.0	0.0	0.0	0.0	0.0	1.0	23	10	14	64	110	[0]	[3]	[0]	[0]	[2]	[0]	[0]	train
UNSEEN::AA469	2022	10.304609911210155	0.6573370384010178	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	3.0	0.0	5.0	2.0	0.0	5.0	2.0	0.3799489622552249	0.0	0.0	0.0	-1.0	-1.0	0.0	23	10	14	64	110	[0]	[3]	[0]	[0]	[2]	[0]	[0]	train
UNSEEN::AA469	2024	10.304609911210155	0.6573370384010178	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	3.0	0.0	7.0	0.0	2.0	6.0	-2.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	10	14	64	110	[0]	[3]	[0]	[0]	[2]	[0]	[0]	train
AA089	1992	9.528430400599346	0.29976717112922	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	8	10	244	688	[0]	[1]	[0]	[0]	[11]	[0]	[0]	train
AA089	2012	9.528430400599346	0.29976717112922	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	20.0	1.0	0.0	2.0	1.0	0.04995837495787998	0.0	0.0	0.0	0.0	0.0	1.0	5	8	10	244	688	[0]	[1]	[0]	[0]	[11]	[0]	[0]	train
AA089	2022	9.528430400599346	0.29976717112922	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	30.0	1.0	0.0	3.0	1.0	0.03332099313882286	0.0	1.0	-1.0	-1.0	-1.0	0.0	5	8	10	244	688	[0]	[1]	[0]	[0]	[11]	[0]	[0]	train
AA089	2023	9.528430400599346	0.29976717112922	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	31.0	2.0	0.0	4.0	2.0	0.06442676532125681	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	10	244	688	[0]	[1]	[0]	[0]	[11]	[0]	[0]	train
UNSEEN::AF444	2019	12.777645236569265	0.6104079794697481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	-1.0	-1.0	-1.0	0.0	23	5	102	3	4	[0]	[0]	[0]	[0]	[0]	[0]	[0]	val
UNSEEN::AF444	2020	12.777645236569265	0.6104079794697481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	102	3	4	[0]	[0]	[0]	[0]	[0]	[0]	[0]	val
AD614	2013	11.125511451119438	0.4090306423099587	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	64	140	370	[0]	[1]	[2]	[0]	[63]	[0]	[0]	val
AD614	2020	11.125511451119438	0.4090306423099587	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	7.0	1.0	0.0	2.0	1.0	0.14189319376693255	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	64	140	370	[0]	[1]	[2]	[0]	[63]	[0]	[0]	val
AC125	2011	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2012	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2015	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	4.0	1.0	0.0	3.0	1.0	0.24491866240370913	0.0	1.0	1.0	1.0	7.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2016	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	5.0	2.0	0.0	4.0	2.0	0.3799489622552249	0.0	1.0	1.0	1.0	9.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2017	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	6.0	2.0	0.0	5.0	2.0	0.32151273753163434	0.0	1.0	1.0	1.0	13.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2018	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	7.0	2.0	1.0	6.0	1.0	0.27818549032570244	0.0	1.0	1.0	1.0	14.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2019	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	8.0	0.0	3.0	7.0	-3.0	0.0	0.0	1.0	1.0	1.0	11.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2020	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	9.0	0.0	3.0	8.0	-3.0	0.0	0.0	1.0	1.0	1.0	9.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2021	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	10.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	1.0	1.0	6.0	1.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2022	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	11.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	1.0	-1.0	-1.0	0.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2023	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	12.0	0.0	0.0	11.0	0.0	0.0	0.0	1.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
AC125	2024	11.643383389326207	0.4899503221163129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	13.0	0.0	0.0	12.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	351	[1]	[0]	[0]	[23]	[1]	[0]	[0]	train
UNSEEN::AD371	2018	9.476006870370282	0.3119153504063794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	1.0	1.0	1.0	5	8	10	22	83	[0]	[0]	[0]	[0]	[12]	[0]	[0]	train
UNSEEN::AD371	2021	9.476006870370282	0.3119153504063794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	1.0	1.0	2.0	0.0	0.32151273753163434	0.0	0.0	-1.0	-1.0	-1.0	0.0	5	8	10	22	83	[0]	[0]	[0]	[0]	[12]	[0]	[0]	train
UNSEEN::AD371	2022	9.476006870370282	0.3119153504063794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	1.0	1.0	3.0	0.0	0.24491866240370913	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	10	22	83	[0]	[0]	[0]	[0]	[12]	[0]	[0]	train
AD324	2008	9.90448705286921	0.5915879914081622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	57	155	424	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AD217	2016	9.832313733081604	0.5990335570469799	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	102	3	357	[0]	[0]	[0]	[0]	[2]	[0]	[0]	train
UNSEEN::AA914	2017	11.197543261876168	0.3876901987662782	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	5	8	63	138	367	[0]	[1, 3]	[2]	[48]	[14]	[0]	[0]	train
AC824	2009	10.905515516688848	0.4672234970169803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	24	47	103	222	615	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AC824	2011	10.905515516688848	0.4672234970169803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	24	47	103	222	615	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AC824	2024	10.905515516688848	0.4672234970169803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	3.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	24	47	103	222	615	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
UNSEEN::AH291	2019	11.158462358828096	0.5541808022350828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	5	100	196	592	[0]	[0]	[0]	[0]	[0]	[0]	[0]	val
AD688	2015	10.587644441257941	0.6416336621175046	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	0.0	0.0	1.0	23	32	98	216	697	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AD688	2021	10.587644441257941	0.6416336621175046	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	1.0	0.0	2.0	1.0	0.16514041292462933	0.0	-1.0	-1.0	-1.0	-1.0	0.0	23	32	98	216	697	[0]	[0]	[0]	[0]	[0]	[0]	[0]	train
AA668	2013	8.188133414510478	0.4342507645259938	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.7615941559557649	0.0	0.0	0.0	0.0	0.0	1.0	23	32	41	90	236	[8]	[2]	[0]	[1]	[9]	[0]	[0]	val
AA668	2018	8.188133414510478	0.4342507645259938	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	1.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	1.0	23	32	41	90	236	[8]	[2]	[0]	[1]	[9]	[0]	[0]	val
AA668	2019	8.188133414510478	0.4342507645259938	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	1.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	8.0	1.0	23	32	41	90	236	[8]	[2]	[0]	[1]	[9]	[0]	[0]	val
AA668	2020	8.188133414510478	0.4342507645259938	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	2.0	0.0	7.0	1.0	0.0	4.0	1.0	0.14189319376693255	0.0	1.0	1.0	1.0	7.0	1.0	23	32	41	90	236	[8]	[2]	[0]	[1]	[9]	[0]	[0]	val
AA668	2021	8.188133414510478	0.4342507645259938	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	3.0	0.0	8.0	2.0	0.0	5.0	2.0	0.24491866240370913	0.0	1.0	1.0	1.0	7.0	1.0	23	32	41	90	236	[8]	[2]	[0]	[1]	[9]	[0]	[0]	val
AA668	2022	8.188133414510478	0.4342507645259938	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	4.0	0.0	9.0	3.0	0.0	6.0	3.0	0.32151273753163434	0.0	1.0	1.0	-1.0	-1.0	0.0	23	32	41	90	236	[8]	[2]	[0]	[1]	[9]	[0]	[0]	val
AA668	2023	8.188133414510478	0.4342507645259938	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	5.0	0.0	10.0	0.0	4.0	7.0	-4.0	0.0	0.0	1.0	-1.0	-1.0	-1.0	0.0	23	32	41	90	236	[8]	[2]	[0]	[1]	[9]	[0]	[0]	val
